RunId,priority_range_width,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
258,4,58,0.10466666666666666,600.0,0.0,0.0,105.0,0,0,
259,4,59,0.15055555555555553,600.0,0.0,0.0,213.0,0,0,
260,4,60,0.12313725490196077,600.0,0.0,0.0,165.0,0,0,
261,4,61,0.3671014492753623,600.0,3.0,0.1304347826086956,422.0,0,0,
262,4,62,0.3026,600.0,4.0,0.16,117.0,0,0,
263,4,63,0.34868055555555555,600.0,4.0,0.1666666666666666,301.0,0,0,
264,4,64,0.3544444444444444,600.0,2.0,0.0952380952380952,402.0,0,0,
265,4,65,0.21546296296296294,600.0,0.0,0.0,362.0,0,0,
266,4,66,0.21452380952380948,600.0,0.0,0.0,221.0,0,0,
267,4,67,0.418015873015873,600.0,1.0,0.0476190476190476,483.0,0,0,
268,4,68,0.31062499999999993,600.0,1.0,0.0416666666666666,191.0,0,0,
269,4,69,0.1995614035087719,600.0,0.0,0.0,242.0,0,0,
270,4,70,0.2775490196078431,600.0,0.0,0.0,359.0,0,0,
271,4,71,0.21617647058823528,600.0,0.0,0.0,358.0,0,0,
272,4,72,0.34659090909090906,600.0,0.0,0.0,336.0,0,0,
273,4,73,0.20416666666666666,600.0,0.0,0.0,296.0,0,0,
274,4,74,0.22144444444444444,600.0,0.0,0.0,303.0,0,0,
275,4,75,0.24730769230769226,600.0,2.0,0.0769230769230769,186.0,0,0,
276,4,76,0.3431884057971014,600.0,2.0,0.0869565217391304,288.0,0,0,
277,4,77,0.22458333333333333,600.0,1.0,0.0625,196.0,0,0,
278,4,78,0.12098039215686275,600.0,0.0,0.0,84.0,0,0,
279,4,79,0.25557971014492753,600.0,0.0,0.0,176.0,0,0,
280,4,80,0.17729166666666665,600.0,0.0,0.0,241.0,0,0,
281,4,81,0.329537037037037,600.0,2.0,0.1111111111111111,,0,0,
282,4,82,0.4203623188405797,600.0,7.0,0.3043478260869565,,0,0,
283,4,83,0.3367391304347826,600.0,3.0,0.1304347826086956,362.0,0,0,
284,4,84,0.45416666666666666,600.0,0.0,0.0,449.0,0,0,
285,4,85,0.24591666666666667,600.0,2.0,0.1,409.0,0,0,
286,4,86,0.32555555555555554,600.0,1.0,0.0416666666666666,234.0,0,0,
287,4,87,0.3084166666666667,600.0,0.0,0.0,503.0,0,0,
288,4,88,0.2051111111111111,600.0,0.0,0.0,368.0,0,0,
289,4,89,0.2239473684210526,600.0,0.0,0.0,240.0,0,0,
290,4,90,0.1217948717948718,600.0,0.0,0.0,93.0,0,0,
291,4,91,0.25833333333333336,600.0,0.0,0.0,136.0,0,0,
292,4,92,0.37780303030303025,600.0,4.0,0.1818181818181818,476.0,0,0,
293,4,93,0.34349206349206346,600.0,0.0,0.0,368.0,0,0,
294,4,94,0.2774509803921569,600.0,0.0,0.0,562.0,0,0,
295,4,95,0.13644444444444442,600.0,0.0,0.0,207.0,0,0,
296,4,96,0.46409090909090905,600.0,5.0,0.2272727272727272,,0,0,
297,4,97,0.2523484848484848,600.0,1.0,0.0454545454545454,153.0,0,0,
298,4,98,0.22296296296296295,600.0,0.0,0.0,352.0,0,0,
299,4,99,0.20552083333333335,600.0,0.0,0.0,253.0,0,0,
300,6,0,0.10071428571428571,600.0,0.0,0.0,74.0,0,0,
301,6,1,0.13166666666666665,600.0,0.0,0.0,173.0,0,0,
302,6,2,0.15984848484848485,600.0,0.0,0.0,188.0,0,0,
303,6,3,0.2814814814814815,600.0,3.0,0.1111111111111111,135.0,0,0,
304,6,4,0.3828947368421052,600.0,1.0,0.0526315789473684,544.0,0,0,
305,6,5,0.34876811594202894,600.0,1.0,0.0434782608695652,283.0,0,0,
306,6,6,0.28756944444444443,600.0,3.0,0.125,178.0,0,0,
307,6,7,0.3872222222222222,600.0,2.0,0.0833333333333333,302.0,0,0,
308,6,8,0.3612962962962963,600.0,0.0,0.0,450.0,0,0,
309,6,9,0.22808333333333333,600.0,0.0,0.0,193.0,0,0,
310,6,10,0.211,600.0,0.0,0.0,180.0,0,0,
311,6,11,0.23325757575757572,600.0,2.0,0.0909090909090909,162.0,0,0,
312,6,12,0.08877777777777777,600.0,0.0,0.0,96.0,0,0,
313,6,13,0.5655555555555555,600.0,4.0,0.1904761904761904,,0,0,
314,6,14,0.4411728395061728,600.0,5.0,0.1851851851851851,287.0,0,0,
315,6,15,0.3367307692307692,600.0,3.0,0.1153846153846153,231.0,0,0,
316,6,16,0.24412280701754382,600.0,0.0,0.0,469.0,0,0,
317,6,17,0.15921052631578944,600.0,0.0,0.0,113.0,0,0,
318,6,18,0.17697916666666666,600.0,0.0,0.0,279.0,0,0,
319,6,19,0.16135416666666666,600.0,0.0,0.0,246.0,0,0,
