RunId,coverage_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
236,8.0,59,0.3399444444444444,600.0,6.0,0.2,179.0,0,0,
237,10.0,59,0.3403333333333333,600.0,6.0,0.2,158.0,0,0,
238,12.0,59,0.33244444444444443,600.0,5.0,0.1666666666666666,185.0,0,0,
239,15.0,59,0.30666666666666664,600.0,4.0,0.1333333333333333,160.0,0,0,
240,8.0,60,0.5483333333333333,600.0,14.0,0.4666666666666667,,0,0,
241,10.0,60,0.5223333333333333,600.0,11.0,0.3666666666666666,350.0,0,0,
242,12.0,60,0.5137222222222222,600.0,13.0,0.4333333333333333,,0,0,
243,15.0,60,0.4343333333333333,600.0,8.0,0.2666666666666666,199.0,0,0,
244,8.0,61,0.42244444444444446,600.0,9.0,0.3,214.0,0,0,
245,10.0,61,0.4254444444444444,600.0,8.0,0.2666666666666666,231.0,0,0,
