RunId,radius_profile,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,mean_excess_service_units,final_excess_service_units,J_delta_dynamic,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
183,rd25_rp25_potenziato,82,0.16733333333333333,1800.0,0.0,0.0,0.013888888888888888,0.0,0.15891666666666665,189.0,4,4,45.25
184,rd25_rp25_potenziato,83,0.19275,1800.0,1.0,0.05,0.3511111111111111,0.0,0.17295833333333335,319.0,4,4,94.25
185,rd25_rp25_potenziato,84,0.13547222222222222,1800.0,1.0,0.05,0.8333333333333334,0.0,0.14170833333333333,139.0,4,4,22.0
186,rd25_rp25_potenziato,85,0.17750925925925926,1800.0,1.0,0.05,0.3638888888888889,0.0,0.17263888888888887,290.0,4,4,67.5
187,rd25_rp25_potenziato,86,0.15290740740740738,1800.0,0.0,0.0,0.3466666666666667,0.0,0.14073611111111112,191.0,4,4,28.75
188,rd25_rp25_potenziato,87,0.17977777777777776,1800.0,1.0,0.05,0.015,0.0,0.13820833333333332,431.0,4,4,42.75
189,rd25_rp25_potenziato,88,0.23196296296296298,1800.0,0.0,0.0,0.016666666666666666,0.0,0.15044444444444444,947.0,4,3,19.666666666666668
190,rd25_rp25_potenziato,89,0.19483333333333333,1800.0,0.0,0.0,0.3438888888888889,0.0,0.12624999999999997,358.0,4,4,33.0
191,rd25_rp25_potenziato,90,0.23941666666666667,1800.0,1.0,0.05,0.01,0.0,0.18158333333333335,981.0,4,3,31.0
192,rd25_rp25_potenziato,91,0.17360185185185187,1800.0,1.0,0.05,0.3383333333333333,0.0,0.14865277777777777,337.0,4,4,37.0
193,rd25_rp25_potenziato,92,0.16905555555555557,1800.0,0.0,0.0,0.5094444444444445,0.0,0.16991666666666666,277.0,4,4,69.0
194,rd25_rp25_potenziato,93,0.2554722222222222,1800.0,1.0,0.05,0.17555555555555555,0.0,0.206625,379.0,4,4,96.25
195,rd25_rp25_potenziato,94,0.19714814814814816,1800.0,0.0,0.0,0.011666666666666667,0.0,0.16326388888888888,350.0,4,3,37.0
196,rd25_rp25_potenziato,95,0.1829537037037037,1800.0,0.0,0.0,0.6494444444444445,0.0,0.1455138888888889,428.0,4,4,34.5
197,rd25_rp25_potenziato,96,0.16195370370370368,1800.0,0.0,0.0,0.3433333333333333,0.0,0.11738888888888888,361.0,4,4,39.75
198,rd25_rp25_potenziato,97,0.14639814814814814,1800.0,0.0,0.0,0.185,0.0,0.1336388888888889,198.0,4,4,51.75
199,rd25_rp25_potenziato,98,0.14862037037037037,1800.0,1.0,0.05,0.6233333333333333,0.0,0.1653472222222222,179.0,4,4,56.0
200,rd25_rp25_potenziato,99,0.14341666666666666,1800.0,1.0,0.05,0.7922222222222223,0.0,0.13549999999999998,193.0,4,4,20.75
