RunId,initial_fleet_load,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
311,0.25,25.0,77,0.308,600.0,1.0,0.2,,0,0,
312,0.25,10.0,78,0.115,600.0,0.0,0.0,94.0,0,0,
313,0.25,15.0,78,0.11866666666666667,600.0,0.0,0.0,112.0,0,0,
314,0.25,20.0,78,0.2546666666666667,600.0,0.0,0.0,484.0,0,0,
315,0.25,25.0,78,0.14866666666666667,600.0,0.0,0.0,200.0,0,0,
316,0.25,10.0,79,0.16033333333333333,600.0,0.0,0.0,188.0,0,0,
317,0.25,15.0,79,0.185,600.0,0.0,0.0,207.0,0,0,
318,0.25,20.0,79,0.17466666666666666,600.0,0.0,0.0,211.0,0,0,
319,0.25,25.0,79,0.11033333333333334,600.0,0.0,0.0,117.0,0,0,
320,0.25,10.0,80,0.17566666666666667,600.0,0.0,0.0,177.0,0,0,
321,0.25,15.0,80,0.17533333333333334,600.0,0.0,0.0,190.0,0,0,
