RunId,match,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
266,0.025,25.0,26,0.4926111111111111,600.0,10.0,0.3333333333333333,229.0,0,0,
267,0.05,25.0,26,0.44461111111111107,600.0,10.0,0.3333333333333333,216.0,0,0,
268,0.1,25.0,26,0.3078333333333333,600.0,5.0,0.1666666666666666,134.0,0,0,
269,0.2,25.0,26,0.3739444444444444,600.0,5.0,0.1666666666666666,151.0,0,0,
270,0.0,10.0,27,0.4747777777777778,600.0,10.0,0.3333333333333333,336.0,0,0,
271,0.025,10.0,27,0.41088888888888886,600.0,10.0,0.3333333333333333,133.0,0,0,
272,0.05,10.0,27,0.43383333333333324,600.0,10.0,0.3333333333333333,200.0,0,0,
273,0.1,10.0,27,0.5012222222222222,600.0,10.0,0.3333333333333333,476.0,0,0,
274,0.2,10.0,27,0.4173888888888889,600.0,10.0,0.3333333333333333,174.0,0,0,
275,0.0,25.0,27,0.3918888888888889,600.0,10.0,0.3333333333333333,54.0,0,0,
276,0.025,25.0,27,0.3904444444444444,600.0,10.0,0.3333333333333333,59.0,0,0,
277,0.05,25.0,27,0.4062777777777778,600.0,10.0,0.3333333333333333,57.0,0,0,
278,0.1,25.0,27,0.404,600.0,10.0,0.3333333333333333,51.0,0,0,
279,0.2,25.0,27,0.4061666666666667,600.0,10.0,0.3333333333333333,51.0,0,0,
280,0.0,10.0,28,0.47861111111111115,600.0,10.0,0.3333333333333333,215.0,0,0,
281,0.025,10.0,28,0.49127777777777776,600.0,10.0,0.3333333333333333,314.0,0,0,
282,0.05,10.0,28,0.44155555555555553,600.0,9.0,0.3,174.0,0,0,
283,0.1,10.0,28,0.43149999999999994,600.0,8.0,0.2666666666666666,194.0,0,0,
284,0.2,10.0,28,0.5017222222222222,600.0,8.0,0.2666666666666666,344.0,0,0,
285,0.0,25.0,28,0.4255555555555555,600.0,8.0,0.2666666666666666,139.0,0,0,
