RunId,point_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
0,10.0,0,0.42116666666666663,600.0,10.0,0.3333333333333333,124.0,0,0,
1,15.0,0,0.41677777777777775,600.0,10.0,0.3333333333333333,148.0,0,0,
2,20.0,0,0.418,600.0,10.0,0.3333333333333333,112.0,0,0,
3,25.0,0,0.4348333333333333,600.0,10.0,0.3333333333333333,152.0,0,0,
4,10.0,1,0.39994444444444444,600.0,10.0,0.3333333333333333,86.0,0,0,
5,15.0,1,0.4081666666666666,600.0,10.0,0.3333333333333333,80.0,0,0,
6,20.0,1,0.4187222222222222,600.0,10.0,0.3333333333333333,120.0,0,0,
7,25.0,1,0.4188333333333333,600.0,10.0,0.3333333333333333,172.0,0,0,
8,10.0,2,0.3894444444444444,600.0,10.0,0.3333333333333333,83.0,0,0,
9,15.0,2,0.3891111111111111,600.0,10.0,0.3333333333333333,82.0,0,0,
10,20.0,2,0.3873333333333333,600.0,10.0,0.3333333333333333,87.0,0,0,
11,25.0,2,0.3990555555555555,600.0,10.0,0.3333333333333333,115.0,0,0,
12,10.0,3,0.4345,600.0,10.0,0.3333333333333333,185.0,0,0,
13,15.0,3,0.4502777777777777,600.0,10.0,0.3333333333333333,252.0,0,0,
14,20.0,3,0.4403333333333333,600.0,11.0,0.3666666666666666,155.0,0,0,
15,25.0,3,0.44305555555555554,600.0,10.0,0.3333333333333333,273.0,0,0,
16,10.0,4,0.4663333333333334,600.0,9.0,0.3,204.0,0,0,
17,15.0,4,0.4827777777777778,600.0,8.0,0.2666666666666666,187.0,0,0,
18,20.0,4,0.4443333333333333,600.0,8.0,0.2666666666666666,180.0,0,0,
19,25.0,4,0.39266666666666666,600.0,7.0,0.2333333333333333,144.0,0,0,
20,10.0,5,0.43444444444444436,600.0,10.0,0.3333333333333333,316.0,0,0,
21,15.0,5,0.3894444444444444,600.0,10.0,0.3333333333333333,126.0,0,0,
22,20.0,5,0.39388888888888884,600.0,10.0,0.3333333333333333,95.0,0,0,
23,25.0,5,0.38616666666666666,600.0,10.0,0.3333333333333333,118.0,0,0,
24,10.0,6,0.5001666666666668,600.0,10.0,0.3333333333333333,225.0,0,0,
25,15.0,6,0.47077777777777774,600.0,10.0,0.3333333333333333,250.0,0,0,
26,20.0,6,0.4576666666666666,600.0,10.0,0.3333333333333333,185.0,0,0,
27,25.0,6,0.5128333333333334,600.0,12.0,0.4,339.0,0,0,
28,10.0,7,0.4666111111111111,600.0,10.0,0.3333333333333333,223.0,0,0,
29,15.0,7,0.4403333333333333,600.0,10.0,0.3333333333333333,189.0,0,0,
30,20.0,7,0.4626111111111111,600.0,10.0,0.3333333333333333,198.0,0,0,
31,25.0,7,0.44372222222222213,600.0,11.0,0.3666666666666666,133.0,0,0,
32,10.0,8,0.44583333333333336,600.0,10.0,0.3333333333333333,254.0,0,0,
33,15.0,8,0.46594444444444444,600.0,10.0,0.3333333333333333,261.0,0,0,
34,20.0,8,0.42627777777777776,600.0,10.0,0.3333333333333333,177.0,0,0,
35,25.0,8,0.41255555555555556,600.0,10.0,0.3333333333333333,129.0,0,0,
